"Exchange","Asset Class","Product Name","Product Code","Ratio","Side","Start Period","End Period","Single Period","Maintenance","Currency"
"NYM","REFINED PRODUCTS","1% FUEL OIL (PLATTS) CARGOES CIF NWE SWAP FUTURES","MFP","1
1","B
A","01/2026
01/2026","12/2028
12/2028","","1100.00","USD"
"NYM","REFINED PRODUCTS","MINI MIDDLE EAST HSFO 180 CST FOB ARAB GULF (PLATTS) BALMO FUTURES","MGS","1
1","B
A","01/02/2026
01/02/2026","03/31/2026
03/31/2026","","800.00","USD"
"NYM","REFINED PRODUCTS","LOS ANGELES CARBOB GASOLINE (OPIS) SWAP FUTURES","MH","1
1","B
A","01/2026
01/2026","12/2028
12/2028","","4500.00","USD"
"NYM","REFINED PRODUCTS","MINI MIDDLE EAST HSFO 180 CST FOB ARAB GULF (PLATTS) FUTURES","MHE","1
1","B
A","01/2026
01/2026","12/2026
12/2026","","1375.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","02/2026
03/2026","02/2026
03/2026","02/2026
03/2026","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","03/2026
04/2026","03/2026
04/2026","03/2026
04/2026","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","04/2026
05/2026","04/2026
05/2026","04/2026
05/2026","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","05/2026
06/2026","05/2026
06/2026","05/2026
06/2026","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","06/2026
07/2026","06/2026
07/2026","06/2026
07/2026","700.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","07/2026
08/2026","07/2026
08/2026","07/2026
08/2026","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","08/2026
09/2026","08/2026
09/2026","08/2026
09/2026","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","09/2026
10/2026","09/2026
10/2026","09/2026
10/2026","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","10/2026
11/2026","10/2026
11/2026","10/2026
11/2026","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","11/2026
12/2026","11/2026
12/2026","11/2026
12/2026","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","12/2026
01/2027","12/2026
01/2027","12/2026
01/2027","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","01/2027
02/2027","01/2027
02/2027","01/2027
02/2027","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","02/2027
03/2027","02/2027
03/2027","02/2027
03/2027","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","03/2027
04/2027","03/2027
04/2027","03/2027
04/2027","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","04/2027
05/2027","04/2027
05/2027","04/2027
05/2027","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","05/2027
06/2027","05/2027
06/2027","05/2027
06/2027","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","06/2027
07/2027","06/2027
07/2027","06/2027
07/2027","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","07/2027
08/2027","07/2027
08/2027","07/2027
08/2027","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","08/2027
09/2027","08/2027
09/2027","08/2027
09/2027","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","09/2027
10/2027","09/2027
10/2027","09/2027
10/2027","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","10/2027
11/2027","10/2027
11/2027","10/2027
11/2027","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","11/2027
12/2027","11/2027
12/2027","11/2027
12/2027","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","12/2027
01/2028","12/2027
01/2028","12/2027
01/2028","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","01/2028
02/2028","01/2028
02/2028","01/2028
02/2028","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","02/2028
03/2028","02/2028
03/2028","02/2028
03/2028","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","03/2028
04/2028","03/2028
04/2028","03/2028
04/2028","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","04/2028
05/2028","04/2028
05/2028","04/2028
05/2028","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","05/2028
06/2028","05/2028
06/2028","05/2028
06/2028","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","06/2028
07/2028","06/2028
07/2028","06/2028
07/2028","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","07/2028
08/2028","07/2028
08/2028","07/2028
08/2028","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","08/2028
09/2028","08/2028
09/2028","08/2028
09/2028","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","09/2028
10/2028","09/2028
10/2028","09/2028
10/2028","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","10/2028
11/2028","10/2028
11/2028","10/2028
11/2028","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","11/2028
12/2028","11/2028
12/2028","11/2028
12/2028","600.00","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","A
B","01/2026
02/2026","01/2026
12/2028","","4762.50","USD"
"NYM","REFINED PRODUCTS","JAPAN C&F NAPHTHA (PLATTS) SWAP FUTURES","MJN","1
1","B
A","02/2026
02/2026","12/2028
12/2028","","900.00","USD"
"NYM","REFINED PRODUCTS","NEW YORK HARBOR RESIDUAL FUEL 1.0% (PLATTS) SWAP FUTURES","MM","1
1","B
A","01/2026
01/2026","04/2030
04/2030","","2000.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","02/2026
03/2026","02/2026
03/2026","02/2026
03/2026","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","03/2026
04/2026","03/2026
04/2026","03/2026
04/2026","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","04/2026
05/2026","04/2026
05/2026","04/2026
05/2026","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","05/2026
06/2026","05/2026
06/2026","05/2026
06/2026","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","06/2026
07/2026","06/2026
07/2026","06/2026
07/2026","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","07/2026
08/2026","07/2026
08/2026","07/2026
08/2026","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","08/2026
09/2026","08/2026
09/2026","08/2026
09/2026","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","09/2026
10/2026","09/2026
10/2026","09/2026
10/2026","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","10/2026
11/2026","10/2026
11/2026","10/2026
11/2026","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","11/2026
12/2026","11/2026
12/2026","11/2026
12/2026","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","12/2026
01/2027","12/2026
01/2027","12/2026
01/2027","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","01/2027
02/2027","01/2027
02/2027","01/2027
02/2027","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","02/2027
03/2027","02/2027
03/2027","02/2027
03/2027","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","03/2027
04/2027","03/2027
04/2027","03/2027
04/2027","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","04/2027
05/2027","04/2027
05/2027","04/2027
05/2027","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","05/2027
06/2027","05/2027
06/2027","05/2027
06/2027","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","06/2027
07/2027","06/2027
07/2027","06/2027
07/2027","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","07/2027
08/2027","07/2027
08/2027","07/2027
08/2027","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","08/2027
09/2027","08/2027
09/2027","08/2027
09/2027","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","09/2027
10/2027","09/2027
10/2027","09/2027
10/2027","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","10/2027
11/2027","10/2027
11/2027","10/2027
11/2027","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","11/2027
12/2027","11/2027
12/2027","11/2027
12/2027","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","12/2027
01/2028","12/2027
01/2028","12/2027
01/2028","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","01/2028
02/2028","01/2028
02/2028","01/2028
02/2028","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","02/2028
03/2028","02/2028
03/2028","02/2028
03/2028","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","03/2028
04/2028","03/2028
04/2028","03/2028
04/2028","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","04/2028
05/2028","04/2028
05/2028","04/2028
05/2028","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","05/2028
06/2028","05/2028
06/2028","05/2028
06/2028","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","06/2028
07/2028","06/2028
07/2028","06/2028
07/2028","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","07/2028
08/2028","07/2028
08/2028","07/2028
08/2028","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","08/2028
09/2028","08/2028
09/2028","08/2028
09/2028","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","09/2028
10/2028","09/2028
10/2028","09/2028
10/2028","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","10/2028
11/2028","10/2028
11/2028","10/2028
11/2028","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","11/2028
12/2028","11/2028
12/2028","11/2028
12/2028","700.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","A
B","01/2026
02/2026","01/2026
12/2028","","839.35","USD"
"NYM","REFINED PRODUCTS","EUROPEAN 3.5% FUEL OIL (PLATTS) CARGOES FOB MED CALENDAR SWAP FUTURES","MMF","1
1","B
A","02/2026
02/2026","12/2028
12/2028","","1800.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","02/2026
03/2026","02/2026
03/2026","02/2026
03/2026","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","03/2026
04/2026","03/2026
04/2026","03/2026
04/2026","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","04/2026
05/2026","04/2026
05/2026","04/2026
05/2026","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","05/2026
06/2026","05/2026
06/2026","05/2026
06/2026","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","06/2026
07/2026","06/2026
07/2026","06/2026
07/2026","850.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","07/2026
08/2026","07/2026
08/2026","07/2026
08/2026","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","08/2026
09/2026","08/2026
09/2026","08/2026
09/2026","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","09/2026
10/2026","09/2026
10/2026","09/2026
10/2026","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","10/2026
11/2026","10/2026
11/2026","10/2026
11/2026","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","11/2026
12/2026","11/2026
12/2026","11/2026
12/2026","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","12/2026
01/2027","12/2026
01/2027","12/2026
01/2027","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","01/2027
02/2027","01/2027
02/2027","01/2027
02/2027","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","02/2027
03/2027","02/2027
03/2027","02/2027
03/2027","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","03/2027
04/2027","03/2027
04/2027","03/2027
04/2027","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","04/2027
05/2027","04/2027
05/2027","04/2027
05/2027","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","05/2027
06/2027","05/2027
06/2027","05/2027
06/2027","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","06/2027
07/2027","06/2027
07/2027","06/2027
07/2027","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","07/2027
08/2027","07/2027
08/2027","07/2027
08/2027","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","08/2027
09/2027","08/2027
09/2027","08/2027
09/2027","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","09/2027
10/2027","09/2027
10/2027","09/2027
10/2027","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","10/2027
11/2027","10/2027
11/2027","10/2027
11/2027","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","11/2027
12/2027","11/2027
12/2027","11/2027
12/2027","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","12/2027
01/2028","12/2027
01/2028","12/2027
01/2028","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","01/2028
02/2028","01/2028
02/2028","01/2028
02/2028","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","02/2028
03/2028","02/2028
03/2028","02/2028
03/2028","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","03/2028
04/2028","03/2028
04/2028","03/2028
04/2028","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","04/2028
05/2028","04/2028
05/2028","04/2028
05/2028","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","05/2028
06/2028","05/2028
06/2028","05/2028
06/2028","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","06/2028
07/2028","06/2028
07/2028","06/2028
07/2028","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","07/2028
08/2028","07/2028
08/2028","07/2028
08/2028","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","08/2028
09/2028","08/2028
09/2028","08/2028
09/2028","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","09/2028
10/2028","09/2028
10/2028","09/2028
10/2028","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","10/2028
11/2028","10/2028
11/2028","10/2028
11/2028","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","11/2028
12/2028","11/2028
12/2028","11/2028
12/2028","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","12/2028
01/2029","12/2028
01/2029","12/2028
01/2029","4150.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","01/2029
02/2029","01/2029
02/2029","01/2029
02/2029","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","02/2029
03/2029","02/2029
03/2029","02/2029
03/2029","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","03/2029
04/2029","03/2029
04/2029","03/2029
04/2029","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","04/2029
05/2029","04/2029
05/2029","04/2029
05/2029","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","05/2029
06/2029","05/2029
06/2029","05/2029
06/2029","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","06/2029
07/2029","06/2029
07/2029","06/2029
07/2029","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","07/2029
08/2029","07/2029
08/2029","07/2029
08/2029","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","08/2029
09/2029","08/2029
09/2029","08/2029
09/2029","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","09/2029
10/2029","09/2029
10/2029","09/2029
10/2029","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","10/2029
11/2029","10/2029
11/2029","10/2029
11/2029","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","11/2029
12/2029","11/2029
12/2029","11/2029
12/2029","750.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","01/2026
02/2026","01/2026
06/2026","","4012.50","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","01/2026
07/2026","01/2026
12/2029","","4312.50","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","B
A","02/2026
02/2026","06/2026
06/2026","","1500.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","A
B","02/2026
07/2026","06/2026
12/2029","","2100.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN NAPHTHA (PLATTS) CALENDAR SWAP FUTURES","MNC","1
1","B
A","07/2026
07/2026","12/2029
12/2029","","1450.00","USD"
"NYM","REFINED PRODUCTS","MIDDLE EAST GASOIL FOB ARAB GULF (PLATTS) FUTURES","MPE","1
1","B
A","01/2026
01/2026","12/2026
12/2026","","2400.00","USD"
"NYM","REFINED PRODUCTS","EUROPEAN GASOIL (ICE) SWAP FUTURES","MQA","1
1","A
B","01/2026
03/2026","02/2026
06/2026","","408.28","USD"
"NYM","REFINED PRODUCTS","EUROPEAN GASOIL (ICE) SWAP FUTURES","MQA","1
1","A
B","01/2026
07/2026","02/2026
11/2026","","357.38","USD"
"NYM","REFINED PRODUCTS","EUROPEAN GASOIL (ICE) SWAP FUTURES","MQA","1
1","A
B","01/2026
12/2026","02/2026
12/2032","","324.08","USD"
